item_id,truck_type,year,make,model,category,sale_price_usd_including_buyer_premium,winning_bid_usd,buyer_premium_rate,sale_date_utc,bid_count,city,state,vin,mileage,engine_hours,engine,displacement,fuel_type,transmission,axles,suspension,brakes,gvwr,wheelbase,full_description,downloaded_image_count,available_image_count,image_paths,source,source_url
FH6283,box_truck,2000,Ford,F450 Super Duty XL,Box Truck,3410.0,3100.0,0.1,2026-08-18,32,Olathe,KS,1FDXF46S5YEA61268,141073,,,6.8L,Gas,,Single,Spring,Hydraulic,"15,000 lbs","201""","2000 Ford F450 Super Duty XL box truck
- Miles: 141,073 on odometer
- VIN: 1FDXF46S5YEA61268
- Unit #: FAC3984
Engine- Displacement: 6.8L
- Cylinders: 10
- Fuel type: Gas
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 15,000 lbs
- Wheelbase: 201""
Interior- AC, Heat
Features- Bed- Box bed
- Brown 912SA1485
- Serial: C636999
- Length: 14' 8""
- Width: 8' 2""
- Height: 7' 7""
- End gate lift
- Maxon RCM-1600- Capacity: 1,600 lbs

Tires- Size: 225/70R19.5
Notes- Jump start required during on-site data collection
- Unknown operating condition of end gate lift
- Decals will be removed prior to auction
Kansas title
Title distribution may be delayed up to 30 days from verification of funds.",6,91,images/FH6283/FH6283.JPG|images/FH6283/FH6283R.JPG|images/FH6283/FH6283ZJ.JPG|images/FH6283/FH6283ZZB.JPG|images/FH6283/FH6283ZZT.JPG|images/FH6283/FH6283ZZZL.JPG,Purple Wave,https://www.purplewave.com/auction/260818/item/FH6283
NJ9230,box_truck,2003,Freightliner,FL70,Box Truck,8250.0,7500.0,0.1,2026-08-12,54,Wichita,KS,1FVABTAK53HL93407,293346,13775,,7.2L,Diesel,,Single,Spring,Air,"33,000 lbs",,"2003 Freightliner FL70 box truck
- Miles: 293,346 on odometer
- Hours: 13,775 on meter
- VIN: 1FVABTAK53HL93407
Engine- Caterpillar 3126
- Serial: HEP16266
- Displacement: 7.2L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Manual
- Speed: 6
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Air
- GVWR: 33,000 lbs
Interior- AC, Heat
- Heated mirrors
- Cruise control
Features- Bed- Box bed
- Morgan GVSD09126102
- Serial: MPA03VB65804002
- Length: 26'
- Width: 102""
- Height: 7' 8""
- E-track rail system
- Floor: Wood
- End gate lift
- Capacity: 2,500 lbs

Tires- Size: 295/75R22.5
Notes- Unknown operating condition of AC
Kansas title
Title distribution may be delayed up to 14 days from verification of funds.",6,70,images/NJ9230/NJ9230.JPG|images/NJ9230/NJ9230N.JPG|images/NJ9230/NJ9230ZB.JPG|images/NJ9230/NJ9230ZO.JPG|images/NJ9230/NJ9230ZZC.JPG|images/NJ9230/NJ9230ZZQ.JPG,Purple Wave,https://www.purplewave.com/auction/260812/item/NJ9230
EG9241,box_truck,2005,Freightliner,Business Class M2,Box Truck,7810.0,7100.0,0.1,2026-08-12,43,Collinsville,OK,1FVACXCS05HU04687,286457,,,6.4L,Diesel,,Single,Spring,Air,"32,000 lbs",,"2005 Freightliner Business Class M2 box truck
- Miles: 286,457 on odometer
- VIN: 1FVACXCS05HU04687
Engine- Mercedes-Benz MBE-900
- Displacement: 6.4L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Air
- GVWR: 32,000 lbs
Interior- AC, Heat
- Heated mirrors
- Cruise control
Features- Bed- Box bed
- Morgan GVSD09724102
- Serial: MTX04VB16367002
- Length: 24' 6""
- Width: 102""
- Height: 102""
- E-track rail system
- Floor: Wood
- End gate lift
- Maxon TUK-A-WAY
- Capacity: 2,500 lbs

Tires- Size: 295/75R22.5
Oklahoma title
Title distribution may be delayed up to 30 days from verification of funds.",6,78,images/EG9241/EG9241.JPG|images/EG9241/EG9241O.JPG|images/EG9241/EG9241ZE.JPG|images/EG9241/EG9241ZT.JPG|images/EG9241/EG9241ZZJ.JPG|images/EG9241/EG9241ZZY.JPG,Purple Wave,https://www.purplewave.com/auction/260812/item/EG9241
ET0120,box_truck,2005,Isuzu,NPR,Box Truck,7150.0,6500.0,0.1,2026-08-12,43,Ardmore,OK,JALB4B16757003647,131203,,,5.2L,Diesel,,Single,Spring,Hydraulic,"10,400 lbs",,"2005 Isuzu NPR box truck
- Miles: 131,203 on odometer
- VIN: JALB4B16757003647
Engine- Isuzu 4HK1-TC
- Displacement: 5.2L
- Cylinders: 4
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 10,400 lbs
Interior- AC, Heat
- Cruise control
Features- Bed- Box bed
- Supreme 14'
- Serial: 40212816VA14084096
- Length: 14' 9""
- Width: 8'
- Height: 90""
- Floor: Wood
- End gate lift
- Maxon RCM

Tires- Size: LT215/85R16
Notes- Contents will be removed prior to auction
- Jump start required during on-site data collection
Oklahoma title
Title distribution may be delayed up to 30 days from verification of funds.",6,74,images/ET0120/ET0120.JPG|images/ET0120/ET0120O.JPG|images/ET0120/ET0120ZC.JPG|images/ET0120/ET0120ZR.JPG|images/ET0120/ET0120ZZF.JPG|images/ET0120/ET0120ZZU.JPG,Purple Wave,https://www.purplewave.com/auction/260812/item/ET0120
FC0981,box_truck,1997,Ford,E350,Box Truck,907.5,825.0,0.1,2026-08-12,8,Tulsa,OK,1FDKE37S9VHA68790,191793,,,6.8L,Diesel,,Single,Spring,Hydraulic,"10,700 lbs",,"1997 Ford E350 box truck
- Miles: 191,793 on odometer
- VIN: 1FDKE37S9VHA68790
Engine- Displacement: 6.8L
- Cylinders: 10
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 10,700 lbs
Interior- AC, Heat
Features- Bed- Box bed
- Supreme Corp
- Serial: V20201
- Length: 12' 7""
- Width: 93""
- Height: 90""
- End gate lift
- Tony gate 911348

Tires- Size: LT225/75R16
Notes- Dead battery
- Unknown operating condition of lift gate
- Non-operational rear door, does not open
- Rear tires flat
- Unit must be towed or hauled
- Non-operational unit
Oklahoma title
Title distribution may be delayed up to 14 days from verification of funds.",6,67,images/FC0981/FC0981.JPG|images/FC0981/FC0981M.JPG|images/FC0981/FC0981Z.JPG|images/FC0981/FC0981ZN.JPG|images/FC0981/FC0981ZZA.JPG|images/FC0981/FC0981ZZN.JPG,Purple Wave,https://www.purplewave.com/auction/260812/item/FC0981
FU4524,semi_tractor,1990,AM General,M915A1,Truck Tractor,8910.0,8100.0,0.1,2026-09-10,24,Kansas City,MO,1UTSH6685DS000577,1894,,,8.3L,Diesel,,Tandem,Spring over walking beam,Air,"50,000 lbs",,"1990 AM General M915A1 semi truck
- Miles: 1,894 on odometer
- VIN: 1UTSH6685DS000577
- Unit #: 2227
Engine- Cummins
- Displacement: 8.3L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Automatic
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Spring over walking beam
- Brakes: Air
- GVWR: 50,000 lbs
Interior- AC, Heat
Features- Fifth wheel type: Air operated, Sliding
- Fuel tank: Single
Tires- Size: 11R22.5
Missouri title
Title distribution may be delayed up to 14 days from verification of funds.",6,102,images/FU4524/FU4524.JPG|images/FU4524/FU4524T.JPG|images/FU4524/FU4524ZN.JPG|images/FU4524/FU4524ZZI.JPG|images/FU4524/FU4524ZZZC.JPG|images/FU4524/FU4524ZZZW.JPG,Purple Wave,https://www.purplewave.com/auction/260910/item/FU4524
FK3574,semi_tractor,2013,International,MA035,Truck Tractor,3410.0,3100.0,0.1,2026-09-10,26,Watertown,MN,1HSMKAZN9DH414263,152680,6308,,9.3L,Diesel,,Single,Spring,Air,"32,000 lbs- FAWR: 12,000 lbs",,"2013 International MA035 semi truck
- Miles: 152,680 on odometer
- Hours: 6,308 on meter
- VIN: 1HSMKAZN9DH414263
Engine- International Navistar A315
- Displacement: 9.3L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Allison
- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Air
- GVWR: 32,000 lbs- FAWR: 12,000 lbs
- RAWR: 20,000 lbs

Interior- AC, Heat
- Cruise control
Features- Deck plate: Aluminum
- Fifth wheel type: Fixed
- Fuel tank: Single
Tires- Size: 295/75R22.5
Notes- Dash warning indicator: Check engine, ABS, Traction control
- Possible engine issues
- Unit must be towed or hauled
Minnesota title
Title distribution may be delayed up to 14 days from verification of funds.",6,82,images/FK3574/FK3574.JPG|images/FK3574/FK3574P.JPG|images/FK3574/FK3574ZF.JPG|images/FK3574/FK3574ZW.JPG|images/FK3574/FK3574ZZM.JPG|images/FK3574/FK3574ZZZC.JPG,Purple Wave,https://www.purplewave.com/auction/260910/item/FK3574
ED5471,semi_tractor,2001,International,4900,Truck Tractor,4180.0,3800.0,0.1,2026-09-09,37,McQueeney,TX,1HSSDAAN21H317298,509865,24353,,7.6L,Diesel,,Single,Air,Air,,"144""","2001 International 4900 semi truck
- Miles: 509,865 on odometer
- Hours: 24,353 on meter
- VIN: 1HSSDAAN21H317298
Engine- International CH230
- Displacement: 7.6L
- Cylinders: 6
- Fuel type: Diesel
- HP: 230
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Air
- Brakes: Air
- Wheelbase: 144""
Interior- AC, Heat
- Heated mirrors
- Cruise control
Features- Deck plate: Aluminum
- Fifth wheel type: Fixed
- Fuel tank: Single
Notes- AC issues
- Dash warning indicator: ABS
- Windshield chipped or cracked
Texas title
Title distribution may be delayed up to 14 days from verification of funds.",6,74,images/ED5471/ED5471.JPG|images/ED5471/ED5471O.JPG|images/ED5471/ED5471ZC.JPG|images/ED5471/ED5471ZR.JPG|images/ED5471/ED5471ZZF.JPG|images/ED5471/ED5471ZZU.JPG,Purple Wave,https://www.purplewave.com/auction/260909/item/ED5471
EF1317,semi_tractor,2017,Peterbilt,579,Truck Tractor,20350.0,18500.0,0.1,2026-09-03,73,Russellville,TN,1XPBDP9XXHD387942,826209,,,12.9L,Diesel,,Tandem,Air,Air,"51,200 lbs",,"2017 Peterbilt 579 semi truck
- Miles: 826,209 on odometer
- VIN: 1XPBDP9XXHD387942
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Eaton Fuller
- Manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air
- Brakes: Air
- Truck chassis: 160""
- GVWR: 51,200 lbs
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Air ride cab
Notes- Jump start required during on-site data collection
- Rear brake issues, seized
- Unit must be towed or hauled
Tennessee title
Title distribution may be delayed up to 30 days from verification of funds.",6,114,images/EF1317/EF1317.JPG|images/EF1317/EF1317W.JPG|images/EF1317/EF1317ZS.JPG|images/EF1317/EF1317ZZP.JPG|images/EF1317/EF1317ZZZL.JPG|images/EF1317/EF1317ZZZZI.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EF1317
EF1309,semi_tractor,2015,Peterbilt,579,Truck Tractor,12100.0,11000.0,0.1,2026-09-03,45,Russellville,TN,1XPBDP9X7FD263365,835651,,,12.9L,Diesel,,Tandem,Air,Air,"52,350 lbs",,"2015 Peterbilt 579 semi truck
- Miles: 835,651 on odometer
- VIN: 1XPBDP9X7FD263365
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Eaton
- Manual
- Speed: 8
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air
- Brakes: Air
- Truck chassis: 154""
- GVWR: 52,350 lbs
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 64""
- Beds: Double bunk
- Refrigerator
- Rear climate control

- Auxiliary power unit- ThermoKing TriPac

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Hood damaged
- Dash warning indicator: Check engine, ABS, Traction control
- Possible air system issues, slow to build pressure
Tennessee title
Title distribution may be delayed up to 30 days from verification of funds.",6,116,images/EF1309/EF1309.JPG|images/EF1309/EF1309W.JPG|images/EF1309/EF1309ZT.JPG|images/EF1309/EF1309ZZQ.JPG|images/EF1309/EF1309ZZZN.JPG|images/EF1309/EF1309ZZZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EF1309
EE1185,semi_tractor,2014,Kenworth,T800,Truck Tractor,17050.0,15500.0,0.1,2026-09-03,41,Algona,IA,1XKDD40X7EJ397044,372754,,,15.0L,Diesel,,Tandem,Air- Dump valves,Air,"58,200 lbs- FAWR: 13,200 lbs",,"2014 Kenworth T800 semi truck
- Miles: 372,754 on odometer
- VIN: 1XYDD40X7EJ397044
- Unit #: 4134
Engine- Cummins ISX15
- Serial: 79651729
- Displacement: 15.0L
- Cylinders: 6
- Fuel type: Diesel
- HP: 450
- Engine brake
Transmission- Eaton Fuller
- Manual
Chassis- Axles: Tandem
- Differential lock: Full
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- Wet kit
- GVWR: 58,200 lbs- FAWR: 13,200 lbs
- IAWR: 22,500 lbs
- RAWR: 22,500 lbs

Interior- AC, Heat
- Power locks
- Cruise control
- Air ride cab
Features- Deck plate: Aluminum
- Fifth wheel type: Sliding
- Fuel tank: Single
Tires- Size: 11R22.5
Notes- Trailer not included
- Engine issues, will not stay running
- Brakes seized
- Unit must be towed or hauled
- Non-operational unit
Colorado title
Title distribution may be delayed up to 14 days from verification of funds.",6,102,images/EE1185/EE1185.JPG|images/EE1185/EE1185T.JPG|images/EE1185/EE1185ZN.JPG|images/EE1185/EE1185ZZI.JPG|images/EE1185/EE1185ZZZC.JPG|images/EE1185/EE1185ZZZW.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EE1185
FB5020,semi_tractor,2013,Mack,CHU613,Truck Tractor,5280.0,4800.0,0.1,2026-09-03,27,Collinsville,OK,1M1AN07Y0DM013654,,,,12.8L,Diesel,,Tandem,Air- Dump valves,Air,"52,320 lbs- FAWR: 14,320 lbs",,"2013 Mack CHU613 semi truck
- Miles: Unknown
- VIN: 1M1AN07Y0DM013654
Engine- Mack MP8-505C
- Serial: 996693
- Displacement: 12.8L
- Cylinders: 6
- Fuel type: Diesel
- HP: 435
Transmission- Manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- GVWR: 52,320 lbs- FAWR: 14,320 lbs
- IAWR: 19,000 lbs
- RAWR: 19,000 lbs

Interior- AC, Heat
- Power windows, Power locks
- Air ride cab
Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
- Fruitland 500LUF blower
- Serial: 522652
Tires- Size: 11R24.5
Notes- Windshield chipped or cracked
- Tires flat
- Non-operational unit
Oklahoma title
Mileage has not been verified. Odometer discrepancy will be marked on the title.
Title distribution may be delayed up to 30 days from verification of funds.",6,82,images/FB5020/FB5020.JPG|images/FB5020/FB5020P.JPG|images/FB5020/FB5020ZF.JPG|images/FB5020/FB5020ZW.JPG|images/FB5020/FB5020ZZM.JPG|images/FB5020/FB5020ZZZC.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FB5020
EF1319,semi_tractor,2015,Kenworth,T680,Truck Tractor,11000.0,10000.0,0.1,2026-09-03,65,Russellville,TN,1XKYDP9X7FJ435122,1100781,,Jump start required during on-site data collection,12.9L,Diesel,,Tandem,Air,Air,"53,200 lbs",,"2015 Kenworth T680 semi truck
- Miles: 1,100,781 on odometer
- VIN: 1XKYDP9X7FJ435122
Engine- Paccar MX/MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Eaton Fuller Ultra Shift Plus
- Automatic
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air
- Brakes: Air
- Truck chassis: 164""
- GVWR: 53,200 lbs
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 54""
- Beds: Double bunk
- Refrigerator
- Rear climate control

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Dash warning indicator: Check engine
- Jump start required during on-site data collection
Tennessee title
Title distribution may be delayed up to 30 days from verification of funds.",6,117,images/EF1319/EF1319.JPG|images/EF1319/EF1319W.JPG|images/EF1319/EF1319ZT.JPG|images/EF1319/EF1319ZZR.JPG|images/EF1319/EF1319ZZZO.JPG|images/EF1319/EF1319ZZZZL.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EF1319
YA1858,semi_tractor,2018,Kenworth,T680,Truck Tractor,10230.0,9300.0,0.1,2026-09-03,37,Lumberton,NC,1XKYDP9X4JJ135580,665808,,Windshield chipped or cracked,12.9L,Diesel,,Tandem,Air- Dump valves,Air,"52,350 lbs","228""","2018 Kenworth T680 semi truck
- Miles: 665,808 on odometer
- VIN: 1XKYDP9X4JJ135580
- Unit #: 98205245
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Automatic
Chassis- Axles: Tandem
- Gear ratio: 2.46
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 52,350 lbs
- Wheelbase: 228""
Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 53""
- Beds: Double bunk
- Refrigerator
- Rear climate control

- Auxiliary power unit- Tripac Evolution
- Engine- Yanmar D458

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Front: 275/80R22.5
- Rear: 295/75R22.5
Notes- Dash warning indicator: Check engine
- Windshield chipped or cracked
- Driver door electrical controls missing
- Non-operational unit- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
Florida title
Title distribution may be delayed up to 30 days from verification of funds.",6,136,images/YA1858/YA1858.JPG|images/YA1858/YA1858ZA.JPG|images/YA1858/YA1858ZZB.JPG|images/YA1858/YA1858ZZZC.JPG|images/YA1858/YA1858ZZZZD.JPG|images/YA1858/YA1858ZZZZZE.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA1858
FC1742,semi_tractor,1983,Freightliner,FLT,Truck Tractor,3080.0,2800.0,0.1,2026-09-03,15,Sedalia,MO,1FUEYBYB1DP215635,,,,14.0L,Diesel,,Tandem,Spring,Air,,"144""","1983 Freightliner FLT semi truck
- Miles: Unknown
- VIN: 1FUEYBYB1DP215635
Engine- Cummins NTC
- Displacement: 14.0L
- Cylinders: 6
- Fuel type: Diesel
- HP: 300
Transmission- Model: RT11609A
- Manual
- Speed: 9
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Spring
- Brakes: Air
- PTO
- Truck chassis: 13' 2""
- Wheelbase: 144""
Interior- Heat
- Brake controller
Features- Fifth wheel type: Hydraulic lift
- Fuel tank: Dual
Tires- Front: 11R22.5
- Rear: 295/75R22.5
Notes- Possible engine issues, belt damaged
- Jump start required during on-site data collection
- Throttle pedal issues, sticks
- Non-operational odometer
- Non-operational power passenger window
Missouri title
Mileage has not been verified. Exempt will be written in the odometer disclosure on the title.
Title distribution may be delayed up to 14 days from verification of funds.",6,91,images/FC1742/FC1742.JPG|images/FC1742/FC1742R.JPG|images/FC1742/FC1742ZJ.JPG|images/FC1742/FC1742ZZB.JPG|images/FC1742/FC1742ZZT.JPG|images/FC1742/FC1742ZZZL.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FC1742
YA4059,semi_tractor,2017,Peterbilt,579,Truck Tractor,10450.0,9500.0,0.1,2026-09-03,49,Central,LA,1XPBDP9X2HD421081,553148,16623,Non-operational AC,12.9L,Diesel,,Tandem,Air- Dump valves,Air,"50,500 lbs- FAWR: 12,500 lbs",,"2017 Peterbilt 579 semi truck
- Miles: 553,148 on odometer
- Hours: 16,623 on meter
- VIN: 1XPBDP9X2HD421081
- Unit #: 46035376
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
- HP: 405
- Engine brake
Transmission- Eaton Fuller
- Manual
- Speed: 10
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 50,500 lbs- FAWR: 12,500 lbs
- IAWR: 19,000 lbs
- RAWR: 19,000 lbs

Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
Features- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Dash warning indicator: Check engine
- Non-operational AC
Fleet inventory reduction, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Seller is a Florida licensed motor vehicle dealer. The buyer may be required to pay sales tax and/or registration fees to the dealer prior to taking possession.
Titles will be distributed after confirmation of payment and removal.
West Virginia title
Title distribution may be delayed up to 30 days from verification of funds.",6,69,images/YA4059/YA4059.JPG|images/YA4059/YA4059N.JPG|images/YA4059/YA4059ZA.JPG|images/YA4059/YA4059ZO.JPG|images/YA4059/YA4059ZZB.JPG|images/YA4059/YA4059ZZP.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA4059
EF1311,semi_tractor,2015,Kenworth,T680,Truck Tractor,6270.0,5700.0,0.1,2026-09-03,33,Russellville,TN,1XKYDP9X3FJ435120,1099304,,Jump start required during on-site data collection,12.9L,Diesel,,Tandem,Air,Air,"53,200 lbs",,"2015 Kenworth T680 semi truck
- Miles: 1,099,304 on odometer
- VIN: 1XKYDP9X3FJ435120
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Eaton Fuller
- Automated manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air
- Brakes: Air
- Truck chassis: 156""
- GVWR: 53,200 lbs
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 64""
- Beds: Double bunk
- Rear climate control

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Front bumper missing
- Hood damaged
- Passenger side fuel cap missing
- Dash panels removed but included
- Dash warning indicator: Check engine
- Jump start required during on-site data collection
- Rear brake issues, seized
- Unit must be towed or hauled
Tennessee title
Title distribution may be delayed up to 30 days from verification of funds.",6,116,images/EF1311/EF1311.JPG|images/EF1311/EF1311W.JPG|images/EF1311/EF1311ZT.JPG|images/EF1311/EF1311ZZQ.JPG|images/EF1311/EF1311ZZZN.JPG|images/EF1311/EF1311ZZZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EF1311
FK4114,semi_tractor,2004,Freightliner,Columbia,Truck Tractor,7700.0,7000.0,0.1,2026-09-03,29,Galesburg,IL,1FUJA6CV54LM38957,619502,19298,,12.8L,Diesel,,Tandem,Air- Dump valves,Air,,,"2004 Freightliner Columbia semi truck
- Miles: 619,502 on odometer
- Hours: 19,298 on meter
- VIN: 1FUJA6CV54LM38957
Engine- Mercedes Benz MBE4000
- Serial: 2MBXH12.BDJA
- Displacement: 12.8L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Eaton Fuller
- Manual
- Speed: 10
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
Interior- AC, Heat
- Heated mirrors
- Cruise control
- Air ride cab
Features- Fifth wheel type: Fixed
- Fuel tank: Single
Tires- Size: 295/75R22.5
Illinois title
Title distribution may be delayed up to 14 days from verification of funds.",6,100,images/FK4114/FK4114.JPG|images/FK4114/FK4114T.JPG|images/FK4114/FK4114ZN.JPG|images/FK4114/FK4114ZZG.JPG|images/FK4114/FK4114ZZZA.JPG|images/FK4114/FK4114ZZZU.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FK4114
YA0958,semi_tractor,2013,Freightliner,Cascadia,Truck Tractor,1430.0,1300.0,0.1,2026-09-03,17,Lumberton,NC,1FUJGLDR2DLBR6145,1112539,,,14.8L,Diesel,,Tandem,Air- Dump valves,Air,"53,300 lbs- FAWR: 13,300 lbs",,"2013 Freightliner Cascadia semi truck
- Miles: 1,112,539 on odometer
- VIN: 1FUJGLDR2DLBR6145
- Unit #: 69466885
Engine- Detroit Diesel DD15
- Displacement: 14.8L
- Cylinders: 6
- Fuel type: Diesel
- HP: 475
- Engine brake
Transmission- Eaton Fuller Smart Shift
- Automated manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 53,300 lbs- FAWR: 13,300 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

Interior- AC, Heat
- Heated mirrors
- Power windows
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 60""
- Beds: Double bunk
- Rear climate control

Features- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
- Rear: 275/80R22.5, 295/75R22.5
Notes- Windshield chipped or cracked
- Jump start required during on-site data collection
- Non-operational unit- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
North Carolina title
Title distribution may be delayed up to 30 days from verification of funds.",6,85,images/YA0958/YA0958.JPG|images/YA0958/YA0958Q.JPG|images/YA0958/YA0958ZH.JPG|images/YA0958/YA0958ZX.JPG|images/YA0958/YA0958ZZO.JPG|images/YA0958/YA0958ZZZF.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA0958
YA1532,semi_tractor,2018,Volvo,VNL,Truck Tractor,8910.0,8100.0,0.1,2026-09-03,52,Spartanburg,SC,4V4NC9EH0JN886720,,,,12.8L,Diesel,,Tandem,Air- Dump valves,Air,,,"2018 Volvo VNL semi truck
- Miles: Unknown
- VIN: 4V4NC9EH0JN886720
- Unit #: 92512005
Engine- Volvo D13
- Displacement: 12.8L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Automated manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 60""
- Beds: Double bunk, Fold out sofa
- Rear climate control

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Dead battery
- Unknown operating condition
Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
Indiana title
Mileage has not been verified. Odometer discrepancy will be marked on the title.
Title distribution may be delayed up to 30 days from verification of funds.",6,66,images/YA1532/YA1532.JPG|images/YA1532/YA1532M.JPG|images/YA1532/YA1532Z.JPG|images/YA1532/YA1532ZM.JPG|images/YA1532/YA1532ZZ.JPG|images/YA1532/YA1532ZZM.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA1532
